Name;Hm0 deep;Tp deep;Tm deep;Tm-1,0 deep;h deep;m;b;h;Hm0 toe;Tp toe;Tm toe;Tm-1,0 toe;ht;Bt;gf;cotad;cotau;cotaexcl;cotaincl;Rc;B;hb;tanaB;Bh;Ac;Gc;RF;CF;q
;m;s;s;s;m;;°;m;m;s;s;s;m;m;;;;;;m;m;m;;m;m;m;;;m3/s/m
007-017;0.082;1.315;1.096;1.195;0.467;9;0;0.342;0.084;1.143;0.953;1.039;0.167;0.155;0.4;1.5;1.5;1.5;1.5;0.109;0;0;0;0;0.084;0.115;1;1;2.02E-05
007-018;0.075;1.261;1.051;1.146;0.382;9;0;0.257;0.058;0.957;0.797;0.87;0.082;0.155;0.4;1.5;1.5;1.5;1.5;0.194;0;0;0;0;0.169;0.115;4;1;3.35E-07
007-019;0.066;1.181;0.984;1.073;0.457;9;0;0.332;0.065;1.003;0.836;0.912;0.157;0.155;0.4;1.5;1.5;1.5;1.5;0.119;0;0;0;0;0.094;0.34;4;1;8.94E-08
007-021;0.056;1.1;0.917;1;0.487;9;0;0.362;0.055;0.933;0.778;0.848;0.187;0.155;0.4;1.5;1.5;1.5;1.5;0.089;0;0;0;0;0.064;0.34;1;1;1.12E-08
007-022;0.082;1.315;1.096;1.195;0.467;9;0;0.342;0.084;1.143;0.953;1.039;0.167;0.155;0.4;1.5;1.5;1.5;1.5;0.109;0;0;0;0;0.084;0.34;1;1;8.72E-06
008-001;0.22;1.67;1.391;1.518;0.512;60;0;0.084;0.068;1.685;1.404;1.532;0.028;0;0.9;2.65;0.11;0.95;1.34;0.172;0.072;-0.036;0;0.072;0.172;0;4;2;2.02E-05
008-002;0.22;2.296;1.913;2.087;0.512;60;0;0.084;0.073;2.335;1.946;2.123;0.028;0;0.9;2.65;0.11;0.92;1.29;0.172;0.072;-0.036;0;0.072;0.172;0;4;2;6.69E-05
008-003;0.22;1.67;1.391;1.518;0.548;60;0;0.12;0.086;1.685;1.404;1.532;0.064;0;1;2.65;0.11;0.74;1.03;0.136;0.072;0;0;0.072;0.136;0;4;2;3.25E-04
008-004;0.22;2.296;1.913;2.087;0.548;60;0;0.12;0.093;2.335;1.946;2.123;0.064;0;1;2.65;0.11;0.72;1;0.136;0.072;0;0;0.072;0.136;0;3;2;5.31E-04
008-005;0.22;1.67;1.391;1.518;0.59;60;0;0.162;0.106;1.685;1.404;1.532;0.106;0;1;2.65;0.11;0.63;0.87;0.094;0.072;0.042;0;0.072;0.094;0;3;2;2.24E-03
008-006;0.22;2.296;1.913;2.087;0.59;60;0;0.162;0.116;2.335;1.946;2.123;0.106;0;1;2.65;0.11;0.72;1;0.094;0.072;0.042;0;0.072;0.094;0;3;2;2.50E-03
008-007;0.22;2.296;1.913;2.087;0.59;60;0;0.162;0.116;2.335;1.946;2.123;0.106;0;1;2.65;0.11;0.72;1;0.094;0.072;0.042;0;0.072;0.094;0;3;2;1.37E-03
008-008;0.22;2.296;1.913;2.087;0.548;60;0;0.12;0.093;2.335;1.946;2.123;0.064;0;1;2.65;0.11;0.72;1;0.136;0.072;0;0;0.072;0.136;0;3;2;1.44E-04
008-009;0.22;1.67;1.391;1.518;0.548;60;0;0.148;0.089;1.685;1.404;1.532;0.108;0;0.4;1.5;1.5;2.04;2.04;0.136;0;0;0;0;0.072;0.216;3;1;4.41E-05
008-010;0.22;2.296;1.913;2.087;0.548;60;0;0.148;0.096;2.335;1.946;2.123;0.108;0;0.4;1.5;1.5;1.88;1.88;0.136;0;0;0;0;0.072;0.216;3;1;1.81E-04
008-011;0.22;1.67;1.391;1.518;0.512;60;0;0.112;0.071;1.685;1.404;1.532;0.072;0;0.4;1.5;1.5;1.15;1.15;0.172;0;0;0;0;0.108;0.216;4;1;4.00E-07
008-012;0.22;2.296;1.913;2.087;0.512;60;0;0.112;0.076;2.335;1.946;2.123;0.072;0;0.4;1.5;1.5;2.45;2.45;0.172;0;0;0;0;0.108;0.216;4;1;4.24E-06
008-013;0.22;1.67;1.391;1.518;0.59;60;0;0.19;0.109;1.685;1.404;1.532;0.15;0;0.4;1.5;1.5;2.43;2.43;0.094;0;0;0;0;0.03;0.216;3;1;1.27E-03
008-014;0.22;2.296;1.913;2.087;0.59;60;0;0.19;0.119;2.335;1.946;2.123;0.15;0;0.4;1.5;1.5;2.13;2.13;0.094;0;0;0;0;0.03;0.216;3;1;1.81E-03
008-015;0.22;2.296;1.913;2.087;0.59;60;0;0.19;0.119;2.335;1.946;2.123;0.15;0;0.4;1.5;1.5;3.43;3.43;0.106;0;0;0;0;0.03;0.416;3;2;8.48E-04
008-016;0.22;1.67;1.391;1.518;0.59;60;0;0.19;0.109;1.685;1.404;1.532;0.15;0;0.4;1.5;1.5;3.86;3.86;0.106;0;0;0;0;0.03;0.416;3;2;4.76E-04
008-017;0.22;1.67;1.391;1.518;0.59;60;0;0.19;0.109;1.685;1.404;1.532;0.15;0;0.4;1.5;1.5;5.53;5.53;0.106;0;0;0;0;0.03;0.616;3;2;3.89E-04
008-018;0.22;2.296;1.913;2.087;0.59;60;0;0.19;0.119;2.335;1.946;2.123;0.15;0;0.4;1.5;1.5;4.91;4.91;0.106;0;0;0;0;0.03;0.616;3;2;7.20E-04
008-019;0.22;2.296;1.913;2.087;0.548;60;0;0.148;0.096;2.335;1.946;2.123;0.108;0;0.4;1.5;1.5;4.02;4.02;0.148;0;0;0;0;0.072;0.616;3;2;5.02E-05
008-020;0.22;2.296;1.913;2.087;0.548;60;0;0.148;0.096;2.335;1.946;2.123;0.108;0;0.4;1.5;1.5;2.91;2.91;0.148;0;0;0;0;0.072;0.416;3;2;4.70E-05
008-021;0.22;2.296;1.913;2.087;0.548;60;0;0.148;0.096;2.335;1.946;2.123;0.108;0;0.4;1.5;1.5;2.91;2.91;0.148;0;0;0;0;0.072;0.416;3;2;1.12E-05
008-022;0.22;2.296;1.913;2.087;0.548;60;0;0.148;0.096;2.335;1.946;2.123;0.108;0;0.4;1.5;1.5;1.88;1.88;0.136;0;0;0;0;0.072;0.216;3;1;5.04E-05
008-023;0.22;2.296;1.913;2.087;0.59;60;0;0.19;0.119;2.335;1.946;2.123;0.15;0;0.4;1.5;1.5;2.13;2.13;0.094;0;0;0;0;0.03;0.216;3;1;8.84E-04
008-024;0.22;2.296;1.913;2.087;0.59;60;0;0.19;0.119;2.335;1.946;2.123;0.15;0;0.4;1.5;1.5;3.43;3.43;0.106;0;0;0;0;0.03;0.416;3;2;4.57E-04
008-025;0.22;1.67;1.391;1.518;0.548;60;0;0.148;0.089;1.685;1.404;1.532;0.108;0;0.4;2;2;2.29;2.29;0.136;0;0;0;0;0.092;0.18;3;1;2.42E-05
008-026;0.22;2.296;1.913;2.087;0.548;60;0;0.148;0.096;2.335;1.946;2.123;0.108;0;0.4;2;2;2.12;2.12;0.136;0;0;0;0;0.092;0.18;3;1;1.13E-04
008-027;0.22;1.67;1.391;1.518;0.59;60;0;0.19;0.109;1.685;1.404;1.532;0.15;0;0.4;2;2;2.6;2.6;0.094;0;0;0;0;0.05;0.18;3;1;8.41E-04
008-028;0.22;2.296;1.913;2.087;0.59;60;0;0.19;0.119;2.335;1.946;2.123;0.15;0;0.4;2;2;2.29;2.29;0.094;0;0;0;0;0.05;0.18;3;1;1.11E-03
008-029;0.22;2.296;1.913;2.087;0.512;60;0;0.044;0.056;2.335;1.946;2.123;0.028;0;0.9;2.65;0.11;1.37;1.93;0.172;0.072;-0.036;0;0.072;0.172;0;4;2;1.22E-05
008-030;0.22;2.296;1.913;2.087;0.548;60;0;0.08;0.078;2.335;1.946;2.123;0.064;0;1;2.65;0.11;0.93;1.29;0.136;0.072;0;0;0.072;0.136;0;4;2;2.66E-04
008-031;0.22;2.296;1.913;2.087;0.548;60;0;0.08;0.078;2.335;1.946;2.123;0.064;0;1;2.65;0.11;0.93;1.29;0.136;0.072;0;0;0.072;0.136;0;4;2;8.30E-05
008-032;0.22;2.296;1.913;2.087;0.59;60;0;0.122;0.103;2.335;1.946;2.123;0.106;0;1;2.65;0.11;0.85;1.19;0.094;0.072;0.042;0;0.072;0.094;0;3;2;9.92E-04
008-033;0.22;2.296;1.913;2.087;0.59;60;0;0.122;0.103;2.335;1.946;2.123;0.106;0;1;2.65;0.11;0.85;1.19;0.094;0.072;0.042;0;0.072;0.094;0;3;2;1.88E-03
008-034;0.22;2.296;1.913;2.087;0.512;60;0;0.072;0.059;2.335;1.946;2.123;0.072;0;0.4;1.5;1.5;1.83;1.83;0.172;0;0;0;0;0.108;0.18;4;1;2.08E-06
008-035;0.22;2.296;1.913;2.087;0.548;60;0;0.108;0.081;2.335;1.946;2.123;0.108;0;0.4;1.5;1.5;2.37;2.37;0.136;0;0;0;0;0.072;0.18;4;1;1.13E-04
008-036;0.22;2.296;1.913;2.087;0.548;60;0;0.108;0.081;2.335;1.946;2.123;0.108;0;0.4;1.5;1.5;4.02;4.02;0.148;0;0;0;0;0.072;0.38;4;2;2.84E-05
008-037;0.22;2.296;1.913;2.087;0.548;60;0;0.108;0.081;2.335;1.946;2.123;0.108;0;0.4;1.5;1.5;4.02;4.02;0.148;0;0;0;0;0.072;0.38;4;2;1.40E-05
008-038;0.22;2.296;1.913;2.087;0.548;60;0;0.108;0.081;2.335;1.946;2.123;0.108;0;0.4;1.5;1.5;2.37;2.37;0.136;0;0;0;0;0.072;0.18;4;1;5.02E-05
008-039;0.22;2.296;1.913;2.087;0.59;60;0;0.15;0.106;2.335;1.946;2.123;0.15;0;0.4;1.5;1.5;2.39;2.39;0.094;0;0;0;0;0.03;0.18;3;1;9.06E-04
008-040;0.22;2.296;1.913;2.087;0.59;60;0;0.15;0.106;2.335;1.946;2.123;0.15;0;0.4;1.5;1.5;4.01;4.01;0.106;0;0;0;0;0.03;0.38;3;2;4.69E-04
008-041;0.22;2.296;1.913;2.087;0.59;60;0;0.15;0.106;2.335;1.946;2.123;0.15;0;0.4;1.5;1.5;4.01;4.01;0.106;0;0;0;0;0.03;0.38;3;2;6.53E-04
008-042;0.22;2.296;1.913;2.087;0.59;60;0;0.15;0.106;2.335;1.946;2.123;0.15;0;0.4;1.5;1.5;2.39;2.39;0.094;0;0;0;0;0.03;0.18;3;1;1.42E-03
008-043;0.22;1.67;1.391;1.518;0.59;60;0;0.094;0.091;1.685;1.404;1.532;0.086;0.1;1;0.1;0.1;4.84;4.84;0.058;0;0;0;0;0.034;0.2;3;2;8.84E-04
008-044;0.22;2.296;1.913;2.087;0.59;60;0;0.094;0.102;2.335;1.946;2.123;0.086;0.1;1;0.1;0.1;4.84;4.84;0.058;0;0;0;0;0.034;0.2;4;2;1.35E-03
008-045;0.22;1.67;1.391;1.518;0.548;60;0;0.052;0.068;1.685;1.404;1.532;0.044;0.1;1;0.1;0.1;3;3;0.1;0;0;0;0;0.076;0.2;4;2;4.54E-05
008-046;0.22;2.296;1.913;2.087;0.548;60;0;0.052;0.077;2.335;1.946;2.123;0.044;0.1;1;0.1;0.1;3;3;0.1;0;0;0;0;0.076;0.2;4;2;1.08E-04
008-047;0.22;2.296;1.913;2.087;0.512;60;0;0.016;0.034;2.335;1.946;2.123;0.008;0.1;1;0.1;0.1;2.16;2.16;0.136;0;0;0;0;0.112;0.2;4;2;9.60E-07
008-048;0.22;1.67;1.391;1.518;0.548;60;0;0.072;0.071;1.685;1.404;1.532;0.072;0;0.82;1.5;0.1;2.1;2.79;0.1;0.12;-0.032;0;0.12;0.076;0.2;4;2;3.04E-05
008-049;0.22;2.296;1.913;2.087;0.548;60;0;0.072;0.079;2.335;1.946;2.123;0.072;0;0.84;1.5;0.1;0.14;0.57;0.1;0.12;-0.032;0;0.12;0.076;0.2;4;2;1.11E-04
008-050;0.22;2.296;1.913;2.087;0.59;60;0;0.114;0.104;2.335;1.946;2.123;0.114;0;1;1.5;0.1;0.7;1.13;0.058;0.12;0.01;0;0.12;0.034;0.2;3;2;1.14E-03
008-051;0.22;1.67;1.391;1.518;0.59;60;0;0.114;0.094;1.685;1.404;1.532;0.114;0;1;1.5;0.1;0.7;1.13;0.058;0.12;0.01;0;0.12;0.034;0.2;3;2;9.74E-04
008-052;0.22;1.67;1.391;1.518;0.59;60;0;0.114;0.094;1.685;1.404;1.532;0.114;0;1;1.5;0.1;0.54;0.88;0.139;0.12;0.01;0;0.12;0.034;0.4;3;2;1.99E-04
008-053;0.22;1.67;1.391;1.518;0.548;60;0;0.092;0.081;1.685;1.404;1.532;0.044;0.1;1;0.1;0.1;2.73;2.73;0.1;0;0;0;0;0.076;0.2;4;2;9.90E-05
008-054;0.22;2.296;1.913;2.087;0.548;60;0;0.092;0.089;2.335;1.946;2.123;0.044;0.1;1;0.1;0.1;2.73;2.73;0.1;0;0;0;0;0.076;0.2;3;2;1.85E-04
008-055;0.22;2.296;1.913;2.087;0.512;60;0;0.056;0.069;2.335;1.946;2.123;0.008;0.1;1;0.1;0.1;1.37;1.37;0.136;0;0;0;0;0.112;0.2;4;2;3.36E-06
008-056;0.22;1.67;1.391;1.518;0.59;60;0;0.134;0.102;1.685;1.404;1.532;0.086;0.1;1;0.1;0.1;3.77;3.77;0.058;0;0;0;0;0.034;0.2;3;2;1.05E-03
008-057;0.22;2.296;1.913;2.087;0.59;60;0;0.134;0.112;2.335;1.946;2.123;0.086;0.1;1;0.1;0.1;3.77;3.77;0.058;0;0;0;0;0.034;0.2;3;2;1.48E-03
008-058;0.22;1.67;1.391;1.518;0.548;60;0;0.108;0.08;1.685;1.404;1.532;0.068;0.04;0.84;1.5;0.1;2.28;2.86;0.1;0.12;-0.032;0;0.12;0.076;0.2;4;2;7.46E-05
008-059;0.22;1.67;1.391;1.518;0.548;60;0;0.108;0.08;1.685;1.404;1.532;0.068;0.04;0.84;1.5;0.1;1.95;2.37;0.181;0.12;-0.032;0;0.12;0.076;0.4;4;2;5.68E-06
008-060;0.22;2.296;1.913;2.087;0.548;60;0;0.108;0.087;2.335;1.946;2.123;0.068;0.04;0.85;1.5;0.1;1.95;2.37;0.181;0.12;-0.032;0;0.12;0.076;0.4;4;2;2.59E-05
008-061;0.22;2.296;1.913;2.087;0.548;60;0;0.108;0.087;2.335;1.946;2.123;0.068;0.04;0.85;1.5;0.1;0.5;0.89;0.1;0.12;-0.032;0;0.12;0.076;0.2;4;2;1.57E-04
008-062;0.22;1.67;1.391;1.518;0.59;60;0;0.15;0.101;1.685;1.404;1.532;0.11;0.04;1;1.5;0.1;0.99;1.38;0.058;0.12;0.01;0;0.12;0.034;0.2;3;2;1.11E-03
008-063;0.22;1.67;1.391;1.518;0.59;60;0;0.15;0.101;1.685;1.404;1.532;0.11;0.04;1;1.5;0.1;0.79;1.1;0.139;0.12;0.01;0;0.12;0.034;0.4;3;2;3.01E-04
008-064;0.22;2.296;1.913;2.087;0.59;60;0;0.15;0.109;2.335;1.946;2.123;0.11;0.04;1;1.5;0.1;0.79;1.1;0.139;0.12;0.01;0;0.12;0.034;0.4;3;2;4.69E-04
008-065;0.22;2.296;1.913;2.087;0.59;60;0;0.15;0.109;2.335;1.946;2.123;0.11;0.04;1;1.5;0.1;0.99;1.38;0.058;0.12;0.01;0;0.12;0.034;0.2;3;2;1.31E-03
008-066;0.22;1.67;1.391;1.518;0.548;60;0;0.028;0.043;1.685;1.404;1.532;0.028;0;0.4;1.5;1.5;3.89;3.89;0.212;0;0.028;0;0;0.212;0.06;4;1;5.80E-05
008-067;0.22;2.296;1.913;2.087;0.548;60;0;0.028;0.045;2.335;1.946;2.123;0.028;0;0.4;1.5;1.5;3.77;3.77;0.212;0;0.028;0;0;0.212;0.06;4;1;1.47E-04
008-068;0.22;2.296;1.913;2.087;0.59;60;0;0.07;0.081;2.335;1.946;2.123;0.07;0;0.4;1.5;1.5;1.88;1.88;0.17;0;0.07;0;0;0.17;0.06;4;1;1.50E-03
008-069;0.22;1.67;1.391;1.518;0.59;60;0;0.07;0.072;1.685;1.404;1.532;0.07;0;0.4;1.5;1.5;2.02;2.02;0.17;0;0.07;0;0;0.17;0.06;4;1;1.72E-03
008-070;0.22;1.67;1.391;1.518;0.548;60;0;0.028;0.043;1.685;1.404;1.532;0.028;0;0.4;2;2;4.32;4.32;0.172;0;0.028;0;0;0.172;0.12;4;1;5.20E-06
008-071;0.22;2.296;1.913;2.087;0.548;60;0;0.028;0.045;2.335;1.946;2.123;0.028;0;0.4;2;2;4.19;4.19;0.172;0;0.028;0;0;0.172;0.12;4;1;1.02E-05
008-072;0.22;1.67;1.391;1.518;0.59;60;0;0.07;0.072;1.685;1.404;1.532;0.07;0;0.4;2;2;2.25;2.25;0.13;0;0.07;0;0;0.13;0.12;4;1;1.09E-04
008-073;0.22;2.296;1.913;2.087;0.59;60;0;0.07;0.081;2.335;1.946;2.123;0.07;0;0.4;2;2;2.09;2.09;0.13;0;0.07;0;0;0.13;0.12;4;1;2.72E-04
008-074;0.22;1.67;1.391;1.518;0.548;60;0;0.068;0.064;1.685;1.404;1.532;0.028;0;0.4;2;2;2.93;2.93;0.172;0;0.028;0;0;0.172;0.12;4;1;3.36E-06
008-075;0.22;2.296;1.913;2.087;0.548;60;0;0.068;0.07;2.335;1.946;2.123;0.028;0;0.4;2;2;2.77;2.77;0.172;0;0.028;0;0;0.172;0.12;4;1;1.21E-05
008-076;0.22;1.67;1.391;1.518;0.59;60;0;0.11;0.086;1.685;1.404;1.532;0.07;0;0.4;2;2;2.01;2.01;0.13;0;0.07;0;0;0.13;0.12;4;1;1.40E-04
008-077;0.22;2.296;1.913;2.087;0.59;60;0;0.11;0.095;2.335;1.946;2.123;0.07;0;0.4;2;2;2.5;2.5;0.13;0;0.07;0;0;0.13;0.12;3;1;2.78E-04
008-078;0.22;1.67;1.391;1.518;0.59;60;0;0.11;0.086;1.685;1.404;1.532;0.07;0;0.4;2;2;2.01;2.01;0.13;0;0.07;0;0;0.13;0.12;4;1;2.17E-05
008-079;0.22;2.296;1.913;2.087;0.59;60;0;0.11;0.095;2.335;1.946;2.123;0.07;0;0.4;2;2;2.5;2.5;0.13;0;0.07;0;0;0.13;0.12;3;1;6.46E-05
009-001;0.15;2.282;1.902;2.075;1.527;68;0;0.727;0.151;2.31;1.925;2.1;0.727;0;0.4;1.7;1.5;1.57;6.28;0.073;1.333;0.127;0.1;1.12;0.057;0.3;2;3;2.86E-03
009-002;0.27;2.501;2.084;2.274;1.537;68;0;0.737;0.275;2.521;2.101;2.292;0.737;0;0.4;1.7;1.5;1.62;4.53;0.063;1.333;0.137;0.1;1.12;0.047;0.3;2;3;6.09E-03
009-003;0.14;1.68;1.4;1.527;1.527;68;0;0.727;0.133;1.681;1.401;1.528;0.727;0;0.4;1.7;1.5;1.55;5.68;0.14;1.333;0.127;0.1;1.12;0.123;0.3;2;3;4.14E-05
009-004;0.21;2.063;1.719;1.876;1.527;68;0;0.727;0.206;2.054;1.712;1.867;0.727;0;0.4;1.7;1.5;1.58;4.67;0.14;1.333;0.127;0.1;1.12;0.123;0.3;2;3;1.06E-03
009-005;0.27;2.501;2.084;2.274;1.537;68;0;0.737;0.275;2.521;2.101;2.292;0.737;0;0.4;1.7;1.5;1.6;4.14;0.13;1.333;0.137;0.1;1.12;0.113;0.3;2;3;6.09E-03
010-005;0.147;1.884;1.57;1.713;0.77;100;0;0.47;0.147;1.884;1.57;1.713;0.237;0;0.4;3;4;3.63;3.63;0.097;0;0.103;0;0;0.097;0.383;1;2;1.46E-05
010-006;0.103;2.629;2.191;2.39;0.77;100;0;0.47;0.103;2.629;2.191;2.39;0.237;0;0.4;3;4;3.79;3.79;0.097;0;0.103;0;0;0.097;0.383;1;2;1.22E-06
010-007;0.137;1.818;1.515;1.653;0.82;100;0;0.52;0.137;1.818;1.515;1.653;0.287;0;0.4;3;4;3.79;3.79;0.047;0;0.153;0;0;0.047;0.383;1;2;2.07E-04
010-008;0.1;2.717;2.264;2.47;0.82;100;0;0.52;0.1;2.717;2.264;2.47;0.287;0;0.4;4;4;4;4;0.047;0;0;0;0;0.047;0.383;1;2;1.40E-04
010-011;0.137;1.818;1.515;1.653;0.82;100;0;0.52;0.137;1.818;1.515;1.653;0.287;0;0.4;3.3;2;3.03;4.23;0.113;0.383;-0.047;0;0.383;0.113;0.1;1;2;3.65E-05
010-012;0.1;2.717;2.264;2.47;0.82;100;0;0.52;0.1;2.717;2.264;2.47;0.287;0;0.4;3.3;2;2.97;4.43;0.113;0.383;-0.047;0;0.383;0.113;0.1;1;2;2.07E-05
011-001;0.067;1.077;0.898;0.979;0.652;1000;0;0.652;0.067;1.077;0.898;0.979;0.652;0;0.9;3.08;2.81;2.9;7.57;0.047;0.688;0.053;0;0.688;0.047;0;2;1;3.80E-04
011-002;0.079;1.14;0.95;1.036;0.652;1000;0;0.652;0.079;1.14;0.95;1.036;0.652;0;0.9;3.08;2.81;2.92;7.06;0.047;0.688;0.053;0;0.688;0.047;0;2;1;7.15E-04
011-003;0.076;1.124;0.937;1.022;0.652;1000;0;0.652;0.076;1.124;0.937;1.022;0.652;0;0.9;3.08;2.81;2.91;7.18;0.047;0.688;0.053;0;0.688;0.047;0;2;1;6.06E-04
011-004;0.066;1.08;0.9;0.982;0.636;1000;0;0.636;0.066;1.08;0.9;0.982;0.636;0;0.9;3.08;2.81;2.91;7.16;0.063;0.688;0.038;0;0.688;0.063;0;2;1;1.02E-04
011-005;0.078;1.137;0.948;1.034;0.636;1000;0;0.636;0.078;1.137;0.948;1.034;0.636;0;0.9;3.08;2.81;2.93;6.78;0.063;0.688;0.038;0;0.688;0.063;0;2;1;1.56E-04
011-006;0.092;1.252;1.043;1.138;0.636;1000;0;0.636;0.092;1.252;1.043;1.138;0.636;0;0.9;3.08;2.81;2.94;6.38;0.063;0.688;0.038;0;0.688;0.063;0;2;1;3.46E-04
011-007;0.073;1.114;0.928;1.013;0.621;1000;0;0.621;0.073;1.114;0.928;1.013;0.621;0;0.9;3.08;2.81;2.94;6.6;0.078;0.688;0.022;0;0.688;0.078;0;2;1;1.80E-05
011-008;0.073;1.109;0.924;1.008;0.621;1000;0;0.621;0.073;1.109;0.924;1.008;0.621;0;0.9;3.08;2.81;2.94;6.6;0.078;0.688;0.022;0;0.688;0.078;0;2;1;2.03E-05
011-009;0.087;1.2;1;1.091;0.621;1000;0;0.621;0.087;1.2;1;1.091;0.621;0;0.9;3.08;2.81;2.95;6.25;0.078;0.688;0.022;0;0.688;0.078;0;2;1;8.47E-05
011-010;0.095;1.283;1.07;1.167;0.621;1000;0;0.621;0.095;1.283;1.07;1.167;0.621;0;0.9;3.08;2.81;2.96;6.07;0.078;0.688;0.022;0;0.688;0.078;0;2;1;1.55E-04
011-011;0.1;1.276;1.063;1.16;0.605;1000;0;0.605;0.1;1.276;1.063;1.16;0.605;0;0.9;3.08;2.81;2.97;5.79;0.094;0.688;0.006;0;0.688;0.094;0;2;1;4.89E-05
011-012;0.068;1.075;0.896;0.977;0.652;1000;0;0.652;0.068;1.075;0.896;0.977;0.652;0;0.9;3.08;5.94;5.01;7.54;0.047;0.375;0.053;0;0.375;0.047;0;2;1;4.67E-05
011-013;0.079;1.135;0.946;1.032;0.652;1000;0;0.652;0.079;1.135;0.946;1.032;0.652;0;0.9;3.08;5.94;4.81;7.08;0.047;0.375;0.053;0;0.375;0.047;0;2;1;1.22E-04
011-014;0.076;1.124;0.937;1.022;0.652;1000;0;0.652;0.076;1.124;0.937;1.022;0.652;0;0.9;3.08;5.94;4.85;7.18;0.047;0.375;0.053;0;0.375;0.047;0;2;1;8.02E-05
011-015;0.076;1.143;0.952;1.039;0.636;1000;0;0.636;0.076;1.143;0.952;1.039;0.636;0;0.9;3.08;5.94;4.69;6.81;0.063;0.375;0.038;0;0.375;0.063;0;2;1;1.40E-05
011-016;0.088;1.205;1.004;1.096;0.636;1000;0;0.636;0.088;1.205;1.004;1.096;0.636;0;0.9;3.08;5.94;4.55;6.47;0.063;0.375;0.038;0;0.375;0.063;0;2;1;4.67E-05
011-017;0.099;1.281;1.067;1.164;0.636;1000;0;0.636;0.099;1.281;1.067;1.164;0.636;0;0.9;3.08;5.94;4.43;6.2;0.063;0.375;0.038;0;0.375;0.063;0;2;1;1.29E-04
011-018;0.098;1.278;1.065;1.162;0.621;1000;0;0.621;0.098;1.278;1.065;1.162;0.621;0;0.9;3.08;5.94;4.35;6.02;0.078;0.375;0.022;0;0.375;0.078;0;2;1;3.17E-05
011-019;0.086;1.273;1.061;1.157;0.621;1000;0;0.621;0.086;1.273;1.061;1.157;0.621;0;0.9;3.08;5.94;4.46;6.26;0.078;0.375;0.022;0;0.375;0.078;0;2;1;5.00E-06
011-020;0.111;1.203;1.002;1.093;0.621;1000;0;0.621;0.111;1.203;1.002;1.093;0.621;0;0.9;3.08;5.94;4.25;5.79;0.078;0.375;0.022;0;0.375;0.078;0;2;1;1.31E-04
011-024;0.071;1.083;0.902;0.984;0.683;1000;0;0.683;0.071;1.083;0.902;0.984;0.683;0;1;3.08;8.85;8.14;10.17;0.078;0.375;0.084;0;0.375;0.078;0;2;3;8.75E-07
012-001;0.125;1.867;1.556;1.697;0.967;49;0;0.2;0.09;1.773;1.478;1.612;0.154;0.05;0.9;2.65;-0.15;1.56;1.56;0.09;0;0.004;0;0;0.079;0.18;2;2;1.20E-03
012-002;0.125;1.563;1.303;1.421;0.967;49;0;0.2;0.091;1.533;1.277;1.394;0.154;0.05;0.9;2.65;-0.15;1.56;1.56;0.09;0;0.004;0;0;0.079;0.18;2;2;7.13E-04
012-003;0.05;2.147;1.789;1.951;0.967;49;0;0.2;0.046;2.154;1.795;1.958;0.154;0.05;0.9;2.65;-0.15;1.16;1.16;0.09;0;0.004;0;0;0.079;0.18;2;2;2.46E-05
012-004;0.185;1.75;1.458;1.591;0.949;49;0;0.181;0.098;1.818;1.515;1.652;0.135;0.05;0.9;2.65;-0.15;1.65;1.65;0.109;0;-0.014;0;0;0.097;0.18;2;2;7.38E-04
012-005;0.185;1.75;1.458;1.591;0.921;49;0;0.153;0.085;1.855;1.546;1.686;0.107;0.05;0.9;2.65;-0.15;1.65;1.65;0.137;0;-0.042;0;0;0.125;0.18;2;2;1.25E-04
012-006;0.125;2.333;1.944;2.121;0.921;49;0;0.153;0.075;2.368;1.974;2.153;0.107;0.05;0.9;2.65;-0.15;1.75;1.75;0.137;0;-0.042;0;0;0.125;0.18;2;2;1.82E-04
012-007;0.125;1.867;1.556;1.697;0.967;49;0;0.2;0.09;1.773;1.478;1.612;0.2;0;0.9;2.5;0.9;1.39;2.59;0.09;0.255;0.07;0;0.255;0.079;0.16;2;2;6.97E-04
012-008;0.125;1.563;1.303;1.421;0.967;49;0;0.2;0.091;1.533;1.277;1.394;0.2;0;0.9;2.5;0.9;1.39;2.58;0.09;0.255;0.07;0;0.255;0.079;0.16;2;2;3.56E-04
012-009;0.05;2.147;1.789;1.951;0.967;49;0;0.2;0.046;2.154;1.795;1.958;0.07;0.255;0.9;1.94;-0.15;0.89;0.89;0.09;0;0;0;0;0.079;0.18;2;2;1.01E-05
012-010;0.185;1.75;1.458;1.591;0.949;49;0;0.181;0.098;1.818;1.515;1.652;0.181;0;0.9;2.5;0.9;1.53;2.57;0.109;0.255;0.051;0;0.255;0.097;0.16;2;2;4.48E-04
012-011;0.185;1.75;1.458;1.591;0.921;49;0;0.153;0.085;1.855;1.546;1.686;0.153;0;0.9;2.5;0.9;1.56;2.57;0.137;0.255;0.023;0;0.255;0.125;0.16;2;2;4.36E-05
012-012;0.125;2.333;1.944;2.121;0.921;49;0;0.153;0.075;2.368;1.974;2.153;0.153;0;0.9;2.5;0.9;1.54;2.67;0.137;0.255;0.023;0;0.255;0.125;0.16;2;2;8.50E-05
